Pclass,Age,Fare,FamilySize,IsAlone,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Survived
3,25,0,0,1,0,1,0,0,1,0,1,0,0
2,28,0,0,0,1,0,0,0,1,0,0,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,1
1,4,1,0,1,0,1,0,0,1,0,0,0,1
2,13,0,0,1,1,0,0,0,1,1,0,0,1
1,34,0,0,0,0,1,0,0,1,0,1,0,1
3,5,0,0,1,1,0,1,0,0,1,0,0,1
1,52,0,0,0,0,1,0,0,1,0,0,0,1
2,36,0,0,1,0,1,0,0,1,0,1,0,0
3,29.7,0,0,1,0,1,0,0,1,0,1,0,0
1,30,0,0,0,0,1,1,0,0,0,1,0,0
1,49,1,0,1,0,1,1,0,0,0,1,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,29,0,0,0,0,1,1,0,0,0,1,0,1
1,65,0,0,0,0,1,0,0,1,0,1,0,0
1,29.7,0,0,1,1,0,0,0,1,0,0,1,1
2,50,0,0,0,1,0,0,0,1,1,0,0,1
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
1,48,0,0,0,0,1,0,0,1,0,1,0,1
3,34,0,0,0,0,1,0,0,1,0,1,0,0
1,47,0,0,0,0,1,0,0,1,0,1,0,0
2,48,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,38,0,0,0,0,1,0,0,1,0,1,0,0
2,29.7,-1,0,0,0,1,0,0,1,0,1,0,0
1,56,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
3,0.75,0,0,1,1,0,1,0,0,1,0,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,38,0,0,0,0,1,0,0,1,0,1,0,0
2,33,0,0,1,1,0,0,0,1,0,0,1,1
2,23,0,0,0,1,0,1,0,0,0,0,1,1
3,22,0,0,0,1,0,0,0,1,1,0,0,0
1,29.7,0,0,0,0,1,0,0,1,0,1,0,0
2,34,0,0,1,0,1,0,0,1,0,1,0,0
3,29,0,0,1,0,1,0,0,1,0,1,0,0
3,22,0,0,0,0,1,0,0,1,0,1,0,0
3,2,0,0,1,1,0,0,0,1,1,0,0,1
3,9,0,0,1,0,1,0,0,1,0,0,0,0
2,29.7,-1,0,0,0,1,0,0,1,0,1,0,0
3,50,0,0,0,0,1,0,0,1,0,1,0,0
3,63,0,0,0,1,0,0,0,1,0,0,1,1
1,25,1,0,1,0,1,1,0,0,0,1,0,1
3,29.7,0,0,1,1,0,0,0,1,1,0,0,0
1,35,1,0,1,1,0,0,0,1,0,0,1,1
1,58,0,0,0,0,1,1,0,0,0,1,0,0
3,30,0,0,0,0,1,0,0,1,0,1,0,0
3,9,0,0,1,0,1,0,0,1,0,0,0,1
3,29.7,0,0,1,0,1,0,0,1,0,1,0,0
3,21,0,0,0,0,1,0,0,1,0,1,0,0
1,55,0,0,0,0,1,0,0,1,0,1,0,0
1,71,0,0,0,0,1,1,0,0,0,1,0,0
3,21,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
1,54,1,0,1,1,0,1,0,0,1,0,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
1,25,2,0,1,1,0,0,0,1,0,0,1,0
3,24,0,0,0,0,1,0,0,1,0,1,0,0
3,17,0,0,0,0,1,0,0,1,0,1,0,0
3,21,0,0,0,1,0,0,1,0,1,0,0,0
3,29.7,0,0,0,1,0,0,1,0,1,0,0,0
3,37,0,0,0,1,0,0,0,1,1,0,0,0
1,16,1,0,0,1,0,0,0,1,1,0,0,1
1,18,1,0,1,0,1,1,0,0,0,1,0,0
2,33,0,0,1,1,0,0,0,1,0,0,1,1
1,29.7,0,0,0,0,1,0,0,1,0,1,0,1
3,28,0,0,0,0,1,0,0,1,0,1,0,0
3,26,0,0,0,0,1,0,0,1,0,1,0,1
3,29,0,0,0,0,1,0,1,0,0,1,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
1,36,0,0,0,0,1,0,0,1,0,1,0,1
1,54,0,0,1,1,0,1,0,0,0,0,1,1
3,24,0,0,0,0,1,0,0,1,0,1,0,0
1,47,0,0,0,0,1,0,0,1,0,1,0,0
2,34,0,0,0,1,0,0,0,1,0,0,1,1
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
2,36,0,0,1,1,0,0,0,1,0,0,1,1
3,32,0,0,0,0,1,0,0,1,0,1,0,0
1,30,1,0,0,1,0,0,0,1,1,0,0,1
3,22,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
1,44,0,0,1,1,0,1,0,0,0,0,1,1
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
3,40.5,0,0,0,0,1,0,1,0,0,1,0,0
2,50,0,0,0,1,0,0,0,1,1,0,0,1
1,29.7,3,0,0,0,1,0,0,1,0,1,0,0
3,39,0,0,0,0,1,0,0,1,0,1,0,0
2,23,0,0,1,0,1,0,0,1,0,1,0,0
2,2,0,0,1,1,0,0,0,1,1,0,0,1
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
3,17,0,0,1,0,1,1,0,0,0,1,0,0
3,29.7,0,0,1,1,0,1,0,0,0,0,1,1
3,30,0,0,0,1,0,0,0,1,1,0,0,0
2,7,0,0,1,1,0,0,0,1,1,0,0,1
1,45,0,0,0,0,1,0,0,1,0,0,0,0
1,30,1,0,0,1,0,1,0,0,1,0,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
1,22,0,0,1,1,0,1,0,0,1,0,0,1
1,36,1,0,1,1,0,0,0,1,1,0,0,1
3,9,0,0,1,1,0,0,0,1,1,0,0,0
3,11,0,0,1,1,0,0,0,1,1,0,0,0
2,32,0,0,1,0,1,0,0,1,0,1,0,1
1,50,1,0,1,0,1,1,0,0,0,1,0,0
1,64,0,0,0,0,1,0,0,1,0,1,0,0
2,19,0,0,1,1,0,0,0,1,0,0,1,1
2,29.7,0,0,0,0,1,1,0,0,0,1,0,1
3,33,0,0,1,0,1,0,0,1,0,1,0,0
2,8,0,0,1,0,1,0,0,1,0,0,0,1
1,17,1,0,1,0,1,1,0,0,0,1,0,1
2,27,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
3,22,0,0,0,0,1,1,0,0,0,1,0,1
3,22,0,0,0,1,0,0,0,1,1,0,0,1
1,62,0,0,0,0,1,0,0,1,0,1,0,0
1,48,0,0,1,1,0,1,0,0,0,0,0,1
1,29.7,3,0,0,0,1,1,0,0,0,1,0,0
1,39,1,0,1,1,0,0,0,1,0,0,1,1
3,36,0,0,1,1,0,0,0,1,0,0,1,1
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
3,40,0,0,0,0,1,0,0,1,0,1,0,0
2,28,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,1,0,0,0,1,1,0,0,0
3,24,0,0,1,0,1,0,0,1,0,1,0,0
3,19,0,0,0,0,1,0,0,1,0,1,0,0
3,29,0,0,1,1,0,0,0,1,0,0,1,0
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
3,32,0,0,0,0,1,0,0,1,0,1,0,1
2,62,0,0,0,0,1,0,0,1,0,1,0,1
1,53,0,0,1,1,0,0,0,1,0,0,1,1
1,36,0,0,0,0,1,0,0,1,0,1,0,1
3,29.7,0,0,0,1,0,0,1,0,1,0,0,1
3,16,0,0,0,0,1,0,0,1,0,1,0,0
3,19,0,0,0,0,1,0,0,1,0,1,0,0
2,34,0,0,0,1,0,0,0,1,1,0,0,1
1,39,0,0,1,1,0,0,0,1,0,0,1,1
3,29.7,0,0,1,1,0,1,0,0,0,0,1,0
3,32,0,0,0,0,1,0,0,1,0,1,0,1
2,25,0,0,1,1,0,0,0,1,1,0,0,1
1,39,1,0,1,1,0,1,0,0,0,0,1,1
2,54,0,0,0,0,1,0,0,1,0,1,0,0
1,36,0,0,0,0,1,1,0,0,0,1,0,0
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
1,18,1,0,1,1,0,0,0,1,1,0,0,1
2,47,0,0,0,0,1,0,0,1,0,1,0,0
1,60,1,0,1,0,1,1,0,0,0,1,0,1
3,22,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,35,0,0,0,0,1,0,0,1,0,1,0,0
1,52,1,0,1,1,0,1,0,0,0,0,1,1
3,47,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,1,1,0,0,1,0,1,0,0,0
2,37,0,0,1,0,1,0,0,1,0,1,0,0
3,36,0,0,1,0,1,0,0,1,0,1,0,0
2,29.7,0,0,0,1,0,0,0,1,1,0,0,1
3,49,-1,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
1,49,0,0,1,0,1,1,0,0,0,0,0,1
2,24,0,0,1,1,0,0,0,1,0,0,1,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
1,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,44,0,0,0,0,1,0,0,1,0,1,0,0
1,35,0,0,0,0,1,1,0,0,0,1,0,1
3,36,0,0,1,0,1,0,0,1,0,1,0,0
3,30,0,0,0,0,1,0,0,1,0,1,0,0
1,27,0,0,0,0,1,0,0,1,0,1,0,1
2,22,0,0,1,1,0,1,0,0,0,0,1,1
1,40,2,0,0,1,0,0,0,1,1,0,0,1
3,39,0,0,1,1,0,0,0,1,0,0,1,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,1,1,0,0,1,0,1,0,0,1
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
3,35,0,0,0,0,1,0,0,1,0,1,0,0
2,24,1,0,1,1,0,0,0,1,1,0,0,1
3,34,0,0,1,0,1,0,0,1,0,1,0,0
3,26,0,0,1,1,0,0,0,1,0,0,1,0
2,4,0,0,1,1,0,0,0,1,1,0,0,1
2,26,0,0,0,0,1,0,0,1,0,1,0,0
3,27,0,0,1,0,1,1,0,0,0,1,0,0
1,42,0,0,1,0,1,0,0,1,0,1,0,1
3,20,0,0,1,0,1,1,0,0,0,1,0,1
3,21,0,0,0,0,1,0,0,1,0,1,0,0
3,21,0,0,0,0,1,0,0,1,0,1,0,0
1,61,0,0,0,0,1,0,0,1,0,1,0,0
2,57,0,0,0,0,1,0,1,0,0,0,0,0
1,21,1,0,0,1,0,0,0,1,1,0,0,1
3,26,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
1,80,0,0,0,0,1,0,0,1,0,1,0,1
3,51,0,0,0,0,1,0,0,1,0,1,0,0
1,32,0,0,0,0,1,1,0,0,0,0,0,1
1,29.7,-1,0,0,0,1,0,0,1,0,1,0,0
3,9,0,0,1,1,0,0,0,1,1,0,0,0
2,28,0,0,0,1,0,0,0,1,1,0,0,1
3,32,0,0,0,0,1,0,0,1,0,1,0,0
2,31,0,0,1,0,1,0,0,1,0,1,0,0
3,41,0,0,1,1,0,0,0,1,0,0,1,0
3,29.7,0,0,1,0,1,0,0,1,0,1,0,0
3,20,0,0,0,0,1,0,0,1,0,1,0,0
1,24,1,0,0,1,0,1,0,0,0,0,0,1
3,2,0,0,1,1,0,0,0,1,1,0,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,1
3,0.75,0,0,1,1,0,1,0,0,1,0,0,1
1,48,1,0,1,0,1,1,0,0,0,1,0,1
3,19,0,0,0,0,1,0,0,1,0,1,0,0
1,56,0,0,0,0,1,1,0,0,0,0,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,23,0,0,0,1,0,0,0,1,1,0,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
2,18,0,0,1,1,0,0,0,1,1,0,0,1
3,21,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,1,0,0,1,0,1,0,0,1
3,18,0,0,0,1,0,0,1,0,1,0,0,0
2,24,1,0,1,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,32,0,0,1,1,0,0,1,0,0,0,1,0
2,23,0,0,0,0,1,0,0,1,0,1,0,0
1,58,1,0,1,0,1,1,0,0,0,1,0,0
1,50,2,0,1,0,1,0,0,1,0,0,0,1
3,40,0,0,0,0,1,1,0,0,0,1,0,0
1,47,0,0,0,0,1,0,0,1,0,1,0,0
3,36,0,0,0,0,1,0,0,1,0,1,0,0
3,20,0,0,1,0,1,0,0,1,0,1,0,1
2,32,1,0,1,0,1,0,0,1,0,1,0,0
2,25,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,43,0,0,0,0,1,0,0,1,0,1,0,0
1,29.7,0,0,1,1,0,0,0,1,0,0,1,1
2,40,0,0,1,1,0,0,0,1,0,0,1,1
1,31,0,0,1,0,1,0,0,1,0,1,0,0
2,70,0,0,0,0,1,0,0,1,0,1,0,0
2,31,0,0,0,0,1,0,0,1,0,1,0,1
2,29.7,-1,0,0,0,1,0,0,1,0,1,0,0
3,18,0,0,0,0,1,0,0,1,0,1,0,0
3,24.5,0,0,0,0,1,0,0,1,0,1,0,0
3,18,0,0,0,1,0,0,0,1,1,0,0,1
3,43,0,0,1,1,0,0,0,1,0,0,1,0
1,36,8,0,1,0,1,1,0,0,0,1,0,1
3,29.7,0,0,0,1,0,0,1,0,1,0,0,0
1,27,1,0,0,0,1,1,0,0,0,1,0,1
3,20,0,0,0,0,1,0,0,1,0,1,0,0
3,14,0,0,1,0,1,0,0,1,0,1,0,0
2,60,0,0,1,0,1,0,0,1,0,1,0,0
2,25,0,0,1,0,1,1,0,0,0,1,0,0
3,14,0,0,1,0,1,0,0,1,0,1,0,0
3,19,0,0,0,0,1,0,0,1,0,1,0,0
3,18,0,0,0,0,1,0,0,1,0,1,0,0
1,15,3,0,1,1,0,0,0,1,1,0,0,1
1,31,0,0,1,0,1,0,0,1,0,1,0,1
3,4,0,0,1,1,0,1,0,0,1,0,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,1
3,25,0,0,0,0,1,1,0,0,0,1,0,0
1,60,0,0,0,0,1,0,0,1,0,0,0,0
2,52,0,0,0,0,1,0,0,1,0,1,0,0
3,44,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,1,0,0,1,0,1,0,0,1
1,49,1,0,1,0,1,1,0,0,0,1,0,0
3,42,0,0,0,0,1,0,0,1,0,1,0,0
1,18,3,0,1,1,0,1,0,0,0,0,1,1
1,35,0,0,0,0,1,0,0,1,0,1,0,1
3,18,0,0,1,1,0,1,0,0,1,0,0,0
3,25,0,0,0,0,1,0,1,0,0,1,0,0
3,26,0,0,1,0,1,0,0,1,0,1,0,0
2,39,0,0,0,0,1,0,0,1,0,1,0,0
2,45,0,0,0,1,0,0,0,1,0,0,1,1
1,42,0,0,0,0,1,0,0,1,0,1,0,1
1,22,2,0,0,1,0,0,0,1,1,0,0,1
3,29.7,0,0,1,0,1,1,0,0,0,0,0,1
1,24,0,0,0,1,0,1,0,0,0,0,0,1
1,29.7,0,0,0,0,1,0,0,1,0,1,0,0
1,48,0,0,1,0,1,0,0,1,0,1,0,1
3,29,0,0,0,0,1,0,0,1,0,1,0,0
2,52,0,0,0,0,1,0,0,1,0,1,0,0
3,19,0,0,0,0,1,0,0,1,0,1,0,0
1,38,3,0,0,1,0,1,0,0,1,0,0,1
2,27,0,0,0,1,0,0,0,1,1,0,0,1
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
3,33,0,0,0,0,1,0,0,1,0,1,0,0
2,6,0,0,1,1,0,0,0,1,1,0,0,1
3,17,0,0,1,0,1,0,0,1,0,1,0,0
2,34,0,0,0,0,1,0,0,1,0,1,0,0
2,50,0,0,0,0,1,0,0,1,0,1,0,0
1,27,0,0,1,0,1,0,0,1,0,1,0,1
3,20,0,0,0,0,1,0,0,1,0,1,0,0
2,30,0,0,1,1,0,0,0,1,0,0,1,1
3,29.7,0,0,0,1,0,0,1,0,1,0,0,1
2,25,0,0,1,0,1,0,0,1,0,1,0,0
3,25,0,0,1,1,0,0,0,1,1,0,0,0
1,29,3,0,0,1,0,0,0,1,1,0,0,1
3,11,0,0,0,0,1,1,0,0,0,1,0,0
2,29.7,-1,0,0,0,1,0,0,1,0,1,0,0
2,23,0,0,0,0,1,0,0,1,0,1,0,0
2,23,0,0,0,0,1,0,0,1,0,1,0,0
3,28.5,0,0,0,0,1,0,0,1,0,1,0,0
3,48,0,0,1,1,0,0,0,1,0,0,1,0
1,35,8,0,0,0,1,1,0,0,0,1,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
1,29.7,0,0,0,0,1,0,0,1,0,1,0,1
1,36,1,0,1,0,1,0,0,1,0,1,0,0
1,21,4,0,1,1,0,1,0,0,1,0,0,1
3,24,0,0,1,0,1,0,0,1,0,1,0,0
3,31,0,0,0,0,1,0,0,1,0,1,0,1
1,70,1,0,1,0,1,0,0,1,0,0,0,0
3,16,0,0,1,0,1,0,0,1,0,1,0,0
2,30,0,0,0,1,0,0,0,1,1,0,0,1
1,19,0,0,1,0,1,0,0,1,0,1,0,0
3,31,0,0,0,0,1,0,1,0,0,1,0,0
2,4,0,0,1,1,0,0,0,1,1,0,0,1
3,6,0,0,1,0,1,0,0,1,0,0,0,1
3,33,0,0,0,0,1,0,0,1,0,1,0,0
3,23,0,0,0,0,1,0,0,1,0,1,0,0
2,48,1,0,1,1,0,0,0,1,0,0,1,1
2,0.67,0,0,1,0,1,0,0,1,0,0,0,1
3,28,0,0,0,0,1,0,0,1,0,1,0,0
2,18,0,0,0,0,1,0,0,1,0,1,0,0
3,34,0,0,0,0,1,0,0,1,0,1,0,0
1,33,1,0,0,1,0,0,0,1,0,0,0,1
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,41,0,0,0,0,1,0,0,1,0,1,0,0
3,20,0,0,0,0,1,1,0,0,0,1,0,1
1,36,1,0,1,1,0,0,0,1,0,0,1,1
3,16,0,0,0,0,1,0,0,1,0,1,0,0
1,51,1,0,1,1,0,0,0,1,0,0,1,1
1,29.7,0,0,0,0,1,1,0,0,0,0,0,0
3,30.5,0,0,0,1,0,0,1,0,1,0,0,0
3,29.7,0,0,1,0,1,0,1,0,0,1,0,0
3,32,0,0,0,0,1,0,0,1,0,1,0,0
3,24,0,0,0,0,1,0,0,1,0,1,0,0
3,48,0,0,0,0,1,0,0,1,0,1,0,0
2,57,0,0,0,1,0,0,0,1,0,0,1,0
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
2,54,0,0,1,1,0,0,0,1,0,0,1,1
3,18,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
3,5,0,0,0,1,0,0,0,1,1,0,0,1
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
1,43,3,0,1,1,0,0,0,1,0,0,1,1
3,13,0,0,0,1,0,1,0,0,1,0,0,1
1,17,0,0,1,1,0,0,0,1,0,0,1,1
1,29,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,1,0,1,0,0,1,0,1,0,0
3,25,0,0,0,0,1,0,0,1,0,1,0,0
3,25,0,0,0,0,1,0,0,1,0,1,0,0
3,18,0,0,0,1,0,0,0,1,1,0,0,1
3,8,0,0,1,0,1,0,1,0,0,0,0,0
3,1,0,0,1,0,1,0,0,1,0,0,0,1
1,46,1,0,0,0,1,1,0,0,0,1,0,0
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
2,16,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,1,0,1,1,0,0,0,1,1,0,0,0
1,29.7,0,0,0,0,1,1,0,0,0,1,0,0
3,25,0,0,0,0,1,0,0,1,0,1,0,0
2,39,0,0,0,0,1,0,0,1,0,1,0,0
1,49,0,0,0,1,0,0,0,1,0,0,0,1
3,31,0,0,0,1,0,0,0,1,0,0,1,1
3,30,0,0,0,0,1,1,0,0,0,1,0,0
3,30,0,0,1,1,0,0,0,1,0,0,1,0
2,34,0,0,0,0,1,0,0,1,0,1,0,0
2,31,0,0,1,1,0,0,0,1,0,0,1,1
1,11,1,0,1,0,1,0,0,1,0,0,0,1
3,0.42,0,0,1,0,1,1,0,0,0,0,0,1
3,27,0,0,0,0,1,0,0,1,0,1,0,1
3,31,0,0,0,0,1,0,0,1,0,1,0,0
1,39,-1,0,0,0,1,0,0,1,0,1,0,0
3,18,0,0,0,1,0,0,0,1,1,0,0,0
2,39,0,0,0,0,1,0,0,1,0,1,0,0
1,33,0,0,1,1,0,0,0,1,0,0,1,1
3,26,0,0,0,0,1,0,0,1,0,1,0,0
3,39,0,0,0,0,1,0,0,1,0,1,0,0
2,35,0,0,0,0,1,0,0,1,0,1,0,0
3,6,0,0,1,1,0,0,0,1,1,0,0,0
3,30.5,0,0,0,0,1,0,0,1,0,1,0,0
1,29.7,-1,0,0,0,1,0,0,1,0,1,0,0
3,23,0,0,0,1,0,0,0,1,1,0,0,0
2,31,0,0,1,0,1,1,0,0,0,1,0,0
3,43,0,0,0,0,1,0,0,1,0,1,0,0
3,10,0,0,1,0,1,0,0,1,0,0,0,0
1,52,1,0,1,1,0,0,0,1,0,0,1,1
3,27,0,0,0,0,1,0,0,1,0,1,0,1
1,38,-1,0,0,0,1,0,0,1,0,0,0,0
3,27,0,0,1,1,0,0,0,1,0,0,1,1
3,2,0,0,1,0,1,0,0,1,0,0,0,0
3,29.7,0,0,0,0,1,0,1,0,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
2,1,0,0,1,0,1,1,0,0,0,0,0,1
3,29.7,0,0,0,0,1,0,1,0,0,1,0,1
1,62,1,0,0,1,0,0,0,1,0,0,1,1
3,15,0,0,1,1,0,1,0,0,0,0,1,1
2,0.83,0,0,1,0,1,0,0,1,0,0,0,1
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
3,23,0,0,0,0,1,0,0,1,0,1,0,0
3,18,0,0,0,0,1,0,0,1,0,1,0,0
1,39,1,0,1,1,0,1,0,0,1,0,0,1
3,21,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,32,0,0,0,0,1,0,0,1,0,1,0,1
1,29.7,0,0,0,0,1,1,0,0,0,1,0,1
3,20,0,0,0,0,1,0,0,1,0,1,0,0
2,16,0,0,0,0,1,0,0,1,0,1,0,0
1,30,0,0,0,1,0,1,0,0,1,0,0,1
3,34.5,0,0,0,0,1,1,0,0,0,1,0,0
3,17,0,0,0,0,1,0,0,1,0,1,0,0
3,42,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,1,0,1,0,1,0,0,1,0,1,0,0
3,35,0,0,0,0,1,1,0,0,0,1,0,0
2,28,0,0,1,0,1,0,0,1,0,0,0,0
1,29.7,1,0,1,1,0,1,0,0,0,0,1,1
3,4,0,0,1,0,1,0,0,1,0,0,0,0
3,74,0,0,0,0,1,0,0,1,0,1,0,0
3,9,0,0,1,1,0,1,0,0,1,0,0,0
1,16,0,0,1,1,0,0,0,1,1,0,0,1
2,44,0,0,1,1,0,0,0,1,0,0,1,0
3,18,0,0,1,1,0,0,0,1,0,0,1,1
1,45,2,0,1,1,0,0,0,1,0,0,1,1
1,51,0,0,0,0,1,0,0,1,0,1,0,1
3,24,0,0,1,1,0,1,0,0,0,0,1,1
3,29.7,0,0,0,0,1,1,0,0,0,1,0,0
3,41,0,0,1,0,1,0,0,1,0,1,0,0
2,21,0,0,1,0,1,0,0,1,0,1,0,0
1,48,0,0,0,1,0,0,0,1,0,0,1,1
3,29.7,1,0,1,1,0,0,0,1,1,0,0,0
2,24,0,0,0,0,1,0,0,1,0,1,0,0
2,42,0,0,0,1,0,0,0,1,0,0,1,1
2,27,0,0,1,1,0,1,0,0,1,0,0,1
1,31,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
3,4,0,0,1,0,1,0,0,1,0,0,0,1
3,26,0,0,0,0,1,0,0,1,0,1,0,0
1,47,0,0,1,1,0,0,0,1,0,0,1,1
1,33,0,0,0,0,1,0,0,1,0,1,0,0
3,47,0,0,0,0,1,0,0,1,0,1,0,0
2,28,0,0,1,1,0,1,0,0,0,0,1,1
3,15,0,0,0,1,0,1,0,0,1,0,0,1
3,20,0,0,0,0,1,0,0,1,0,1,0,0
3,19,0,0,0,0,1,0,0,1,0,1,0,0
3,29.7,0,0,0,0,1,0,0,1,0,1,0,0
1,56,1,0,1,1,0,1,0,0,0,0,1,1
2,25,0,0,1,1,0,0,0,1,0,0,1,1
3,33,0,0,0,0,1,0,0,1,0,1,0,0
3,22,0,0,0,1,0,0,0,1,1,0,0,0
2,28,0,0,0,0,1,0,0,1,0,1,0,0
3,25,0,0,0,0,1,0,0,1,0,1,0,0
3,39,0,0,1,1,0,0,1,0,0,0,1,0
2,27,0,0,0,0,1,0,0,1,0,0,0,0
1,19,0,0,0,1,0,0,0,1,1,0,0,1
3,29.7,0,0,1,1,0,0,0,1,1,0,0,0
1,26,0,0,0,0,1,1,0,0,0,1,0,1